6/4/2024, 10:34:01 am,5,No Spin,Hot,START,0 Hr 30 Min,0,32,43188,45
6/4/2024, 10:34:03 am,5,No Spin,Hot,START,0 Hr 30 Min,0,32,43188,45
6/4/2024, 10:34:04 am,5,No Spin,Hot,START,0 Hr 30 Min,0,32,43188,45
6/4/2024, 10:34:04 am,5,No Spin,Hot,START,0 Hr 30 Min,0,32,43188,45
6/4/2024, 10:34:05 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,43188,45
6/4/2024, 10:34:07 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42645,45
6/4/2024, 10:34:08 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42646,45
6/4/2024, 10:34:09 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42649,45
6/4/2024, 10:34:10 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42651,45
6/4/2024, 10:34:11 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42652,45
6/4/2024, 10:34:12 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42656,45
6/4/2024, 10:34:13 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42657,45
6/4/2024, 10:34:14 am,5,No Spin,Hot,DRAIN,0 Hr 30 Min,0,32,42658,45
6/4/2024, 10:34:15 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,43186,45
6/4/2024, 10:34:17 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,43186,45
6/4/2024, 10:34:18 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,43186,45
6/4/2024, 10:34:19 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,43186,45
6/4/2024, 10:34:20 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42627,45
6/4/2024, 10:34:21 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42627,45
6/4/2024, 10:34:22 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42625,45
6/4/2024, 10:34:23 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42625,45
6/4/2024, 10:34:24 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42625,45
6/4/2024, 10:34:25 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42625,45
6/4/2024, 10:34:27 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42626,45
6/4/2024, 10:34:28 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42628,45
6/4/2024, 10:34:29 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42621,45
6/4/2024, 10:34:30 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42622,45
6/4/2024, 10:34:31 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42478,45
6/4/2024, 10:34:32 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42370,45
6/4/2024, 10:34:33 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42340,45
6/4/2024, 10:34:34 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42327,45
6/4/2024, 10:34:35 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42328,45
6/4/2024, 10:34:37 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42356,45
6/4/2024, 10:34:38 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42296,45
6/4/2024, 10:34:39 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42111,45
6/4/2024, 10:34:40 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42065,45
6/4/2024, 10:34:41 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42068,45
6/4/2024, 10:34:42 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42042,45
6/4/2024, 10:34:43 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42030,45
6/4/2024, 10:34:44 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42021,45
6/4/2024, 10:34:45 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,42013,45
6/4/2024, 10:34:47 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41979,45
6/4/2024, 10:34:48 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41951,45
6/4/2024, 10:34:49 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41928,45
6/4/2024, 10:34:50 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41913,45
6/4/2024, 10:34:51 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41905,45
6/4/2024, 10:34:52 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41901,45
6/4/2024, 10:34:53 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41896,45
6/4/2024, 10:34:54 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41896,45
6/4/2024, 10:34:55 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41902,45
6/4/2024, 10:34:56 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41857,45
6/4/2024, 10:34:58 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41826,45
6/4/2024, 10:34:59 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41808,45
6/4/2024, 10:35:00 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41790,45
6/4/2024, 10:35:01 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41775,45
6/4/2024, 10:35:02 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41764,45
6/4/2024, 10:35:03 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41753,45
6/4/2024, 10:35:04 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41770,45
6/4/2024, 10:35:05 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41728,45
6/4/2024, 10:35:06 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41664,45
6/4/2024, 10:35:08 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41648,45
6/4/2024, 10:35:09 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41633,45
6/4/2024, 10:35:10 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41625,45
6/4/2024, 10:35:11 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41614,45
6/4/2024, 10:35:12 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41604,45
6/4/2024, 10:35:13 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41607,45
6/4/2024, 10:35:14 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41583,45
6/4/2024, 10:35:15 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41557,45
6/4/2024, 10:35:16 am,5,No Spin,Hot,STEAM,0 Hr 30 Min,0,32,41518,45
6/4/2024, 10:35:18 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41510,45
6/4/2024, 10:35:19 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41501,45
6/4/2024, 10:35:20 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41498,45
6/4/2024, 10:35:21 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41496,45
6/4/2024, 10:35:22 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41537,45
6/4/2024, 10:35:23 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41487,45
6/4/2024, 10:35:24 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41468,45
6/4/2024, 10:35:25 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41442,45
6/4/2024, 10:35:26 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41417,45
6/4/2024, 10:35:28 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41417,45
6/4/2024, 10:35:30 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41417,45
6/4/2024, 10:35:31 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41417,45
6/4/2024, 10:35:31 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,32,41384,45
6/4/2024, 10:35:32 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,3,32,41387,45
6/4/2024, 10:35:33 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,34,32,41377,37
6/4/2024, 10:35:34 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,40,33,41377,38
6/4/2024, 10:35:35 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,39,33,41377,39
6/4/2024, 10:35:36 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,40,33,41377,39
6/4/2024, 10:35:38 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,39,33,41377,38
6/4/2024, 10:35:39 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,39,33,41377,38
6/4/2024, 10:35:40 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,39,33,41377,38
6/4/2024, 10:35:41 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,2,33,41377,45
6/4/2024, 10:35:42 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,2,33,41377,45
6/4/2024, 10:35:43 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41382,46
6/4/2024, 10:35:44 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41383,46
6/4/2024, 10:35:45 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41384,45
6/4/2024, 10:35:46 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41382,45
6/4/2024, 10:35:48 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41386,45
6/4/2024, 10:35:49 am,5,No Spin,Hot,STEAM,0 Hr 29 Min,0,33,41387,45
